"38","e2d6c5","male","38","some high-school","no","no","english","Only what I said before. I'm not great at absorbing complex material especially material that I have absolutely no interest in (like privacy forms and legality type forms that were presented here.) I don't know that I'm unique in that respect or if that is commonplace with a lot of people, I just know I've always been that way and have to read them several times to truly understand it (that's why I almost never do it.) But I was able to find most of the answers to the questions on the last page (except for the 2 I mentioned) and there was 1 question on the first page I was a little unsure of. Thank you.","345"
"39","955e46","female","26","some college","no","yes","English","This was very informational. Thank you so much!","27"
"40","3d1f41","female","29","bachelor degree","yes","yes","English","In the section discussing what a genome is there were some punctuation and spelling errors.","73"
"41","bbc0","female","41","masters degree","no","yes","english","","19"
"42","4096f1","male","28","bachelor degree","no","no","English","","12"
"43","09564c","female","29","bachelor degree","no","yes","English","Very interesting survey! ","29"
"44","69de","female","24","bachelor degree","yes","yes","English","It was an interesting and engaging survey.  It kept me thinking about things I wouldn't have thought about when it comes to information agreements.","55"
"45","15a738","female","45","doctoral degree","yes","no","English","This was a very interesting study.  I enjoyed taking it.","32"
"46","be2f","male","25","bachelor degree","no","yes","English","Thanks, fun study, sounds like an interesting way to learn more about yourself and possibly take preventative measures to help myself and my family in the future.","38"
"47","619d16","female","37","some college","no","no","English","none","53"
"48","7528","female","29","some college","yes","no","English","no","47"
"49","d10245","female","31","some college","no","no","English","This was a very informative study.  It brought things to my attention that I hadn't really thought about.  Thank you!","662"
"50","fb8586","male","44","bachelor degree","no","no","English","not really","31"
"51","7ab4","female","26","bachelor degree","no","yes","English","No.","18"
"52","7341","female","32","bachelor degree","no","yes","English","","14"
"53","afef","female","26","bachelor degree","no","no","English","Fun and good pay! Thanks!","20"
"54","ec650b","female","55","some college","no","no","English","This was interesting. ","39"
"55","65a024","female","29","bachelor degree","no","yes","English","This study was very informative.  If this testing was available at an affordable price to the public, I would 100% have this done.  I really like the idea of being able to find out what medical vulnerabilities I have so I can prepare for the future.  If you have any additional follow up studies with more information, I would love to take part in them.  Thanks, Laurie\
lauriealecocq@gmail.com","124"
"56","a50513","female","23","bachelor degree","yes","yes","English","This was a great study that really made me think about the consent forms I don't read.","41"
"57","5763fe","male","36","bachelor degree","no","no","English","No.","21"
"58","6139","female","25","bachelor degree","no","yes","English","","27"
"59","45658b","male","20","some college","no","no","English","","22"
"60","349f92","male","42","some college","no","no","Enhlish","none","30"
"61","fabc56","female","52","some college","no","no","English","","20"
"62","4ad90b","male","33","bachelor degree","no","no","English","I found some of the comprehension questions on the previous page to be somewhat difficult.  I tried my best, so hopefully you aren't rejecting if I got a couple wrong.  I didn't really get what &quot;genealogical features&quot; meant.  I assumed that was related to ancestry and identifying mine with the use of the information.  And what information could be used?  I don't recall it saying any of that information would be used.  Things like that.  Other than that, it was pretty easy and painless and paid well enough that I tried to do a reasonable job on it.","103"
"63","dd42","male","30","some college","no","no","English","","28"
"64","7faf8d","male","37","high-school diploma","no","no","English","It was quite interesting. I'd like to know how I scored on the questions.","52"
"65","afed","female","51","some college","no","no","English","no","65"
"66","7de4ec","male","31","masters degree","no","yes","English","Interesting study. ","28"
"67","e5cf","male","19","some college","no","no","English","There should been an option to open the contract in a separate window. ","114"
"68","7b99e3","male","32","some college","no","yes","English","I think this study is a fantastic effort in research and science. I think a lot can be learned from our DNA and I hope that research like this continues to excel. ","129"
"69","5310e7","female","51","some college","no","no","English","This was a great study. Very interesting.","43"
"70","2c03a5","female","58","some college","no","no","English","Interesting\
I learned some things I never knew","75"
"71","198331","female","26","bachelor degree","no","no","English","It was an interesting study and topic to consider. I haven't read much about genes/genomics other than a brief overview in high school. ","101"
"72","3416","male","25","some college","no","no","English","This was pretty interesting. Good luck with the research. Cheers.","36"
"73","ff5d","female","61","bachelor degree","no","yes","English","","40"
"74","21ba","female","45","masters degree","no","no","English ","Hi,  Please note that overall the study was quite comprehensive and detailed in order to fully digest as it was ; but when coupled with the small amount of time provided in order to correctly and properly finish it  proved to be quite frustrating for someone like me- who truly wanted to take the time the out and try to truly digest all of what was being shown to me with me having to continuously watch the clock in order to make sure I still had enough time- which incidentally was the end result anyway- as in the end,  1 hour and 10 minutes is clearly not enough time when participating in a study of this nature - unless you are a true native to the subject matter and terminology that you are being exposed to. ","654"
"75","960718","male","26","high-school diploma","no","no","English","","14"
"76","a3eec7","female","47","bachelor degree","no","no","English","I think that genetic research is important and although there are some very scary risks, I still believ the benefits outweigh the risks.","75"
"77","c7c2","female","37","some college","no","no","English","This was one of the most interesting HITs I have done on Turk. It was a nice break from the usual. Thank you!\
Crystal","36"
"78","77ea","female","22","some college","no","yes","English","","17"
"79","8fd9","female","40","bachelor degree","no","no","English","This is very interesting and would love to do something like this if it even is real","26"
"80","8209","female","39","high-school diploma","no","no","english","that was a great hit!! ty","38"
"81","0225e3","male","39","bachelor degree","no","yes","English","No","24"
"82","4029f3","female","46","some college","no","no","English","Not really, it was interesting","32"
"83","6d08","female","25","bachelor degree","no","yes","English","","17"
"84","2befbe","male","30","masters degree","no","yes","English","No that was fun.  Good luck with your study!","23"
"85","fb543d","male","65","masters degree","no","no","english","none","23"
"86","fb543d","male","65","masters degree","no","no","english","none","24"
"87","cd6517","male","30","high-school diploma","no","no","english","The survey timed out before I finished. Will I Still be paid?","133"
"88","6888","male","24","high-school diploma","no","no","English","Interesting study. Enjoyed reading about it.","37"
"89","65cc08","female","37","some college","no","no","english","","28"
"90","d597","male","24","bachelor degree","no","no","Spanish","","12"
"91","2e49","female","41","bachelor degree","no","no","english","","19"
"92","77c6","female","62","bachelor degree","no","yes","English","This was an extremely thought provoking study. I enjoyed working on it.","45"
"93","a1be41","male","58","high-school diploma","no","no","english","I was amazed about all the information,thank you","43"
"94","053e","female","32","some college","no","no","English","no thank you","20"
"95","8d1f","female","65","bachelor degree","no","yes","American English","Only the time constraint.  Otherwise it seemed to well organized.","70"
"96","b8e3c7","female","36","high-school diploma","no","no","English","Thank you for allowing me to participate in this study. It was interesting. I also wanted to say that I liked the layout of this study...the questions weren't crowded. Have a blessed day!","149"
"97","4a75","male","32","masters degree","no","yes","english","I feel happy to get all these information.","72"
"98","a137f7","female","30","bachelor degree","no","yes","english","","14"
"99","4bb2bb","female","27","bachelor degree","no","yes","English","This was an interesting study!","26"
"100","9276ab","female","25","some college","no","no","English","This was a very interesting study!  Thanks :)","233"
"101","9a6e","female","30","some college","no","yes","English","","25"
"102","fad3","male","36","bachelor degree","no","no","English","This was a great study if this were to really occur please I would like to sign up this could really help my family and the human race in general... My email is vavaught@hotmail.com","73"
"103","adb5","female","29","some college","no","no","English","Thank you for allowing me to be a part of your survey.","30"
"104","9f1cc9","female","30","some college","no","no","English","","118"
"105","a187","male","26","bachelor degree","no","no","English","Pleasant, interesting topic also. ","27"
"106","4254c1","female","32","bachelor degree","no","no","English","It was very interesting! thank you!","21"
"107","b708","female","36","bachelor degree","no","yes","English","It was interesting and thought provoking.","35"
"108","160e","female","26","bachelor degree","no","yes","English","","19"
"109","9a0c","male","39","some college","no","no","English","I feel like I now have a decent basic knowledge on what genetic research entails.","61"
"110","d372","male","33","high-school diploma","no","no","English","None.","26"
"111","def51e","male","22","high-school diploma","no","no","English","Overall I enjoyed it, but at times I was worried I was doing it wrong because some of the stuff was hard to understand.","41"
"112","8e81","male","37","bachelor degree","no","no","English","Worked well, and I appreciated the long timer. I didn't feel rushed and could read/absorb at my own pace. ","74"
"113","ceeef9","male","28","some college","no","no","english","","17"
"114","d85f3b","female","45","bachelor degree","no","yes","english","thank you for this study","53"
"115","1e7d","female","25","some college","no","no","English","","22"
"116","d8d168","male","41","bachelor degree","no","no","English","I really enjoyed the survey. I was very interested in the content and the project itself.  DNA is fascinating and what more we can discover from it has the possibilities endless for scientists.  Thanks for the study, and all the best of luck to you in your research.","58"
"117","d389","female","25","some college","no","yes","English","","19"
"118","bad5","male","38","bachelor degree","no","no","english","none","14"
"119","79fe41","male","25","bachelor degree","no","no","English","At one point, all my answers in Section 7/8 went blank, although this might have been some type of undetermined error on my part. ","61"
"120","fb7d","female","30","some college","no","no","English","Very interesting and enjoyable!!","33"
"121","faa37a","female","52","high-school diploma","no","no","English","I would like to participate in the DNA study if there is one.","83"
"122","b00b","female","40","some college","no","no","English","This was very interesting to do. Thank you and good luck with the study!!!","49"
"123","443c","female","43","bachelor degree","no","no","english","","33"
"124","190a","male","37","masters degree","no","no","English","Only on the one question about possible risks of participation.  One of the options was discrimination in employment (no) or insurance (yes, but only in particular kinds of insurance).  It was a little confusing in that way.","170"
"125","ad5d","female","35","high-school diploma","no","no","English","","15"
"126","e7a7","female","31","high-school diploma","no","no","English","No, I do not.","32"
"127","dd7f5c","female","57","masters degree","no","no","English","No","57"
"128","489332","male","53","bachelor degree","no","no","english","none","23"
"129","f9bf2e","other","36","some college","yes","yes","english","I would not want to participate in genetic testing.  I prefer to live life without the worry and anxiety.  ","59"
"130","8b3a","female","25","bachelor degree","no","no","English","","15"
"131","a98a03","female","34","some college","no","yes","English","n/a","20"
"132","0a6c51","male","23","some college","no","no","English","","35"
"133","b526","male","20","some college","no","no","english","nope","20"
"134","79cfb5","female","36","high-school diploma","no","no","English","No","30"
"135","2cf312","male","41","bachelor degree","no","no","English","","29"
"136","3180","male","58","bachelor degree","yes","yes","English","I thought that the survey was very interesting and is a topic that needs to be discussed especially when it comes to genomic discrimination by insurance companies.","105"
"137","3cf313","male","29","bachelor degree","no","no","English","It was interesting.  I liked it.  The only thing that was confusing was the difference (if any) between the researchers and the interviewers in what information each of them had access to.","55"
"138","c9f8","male","34","some college","no","no","English","I don't have anything to add. Thank you","48"
"139","9bf1","male","22","high-school diploma","no","no","english","great study","16"
"140","666f59","female","24","high-school diploma","no","no","English","No","94"
"141","86fae0","male","47","bachelor degree","no","no","English","None","34"
"142","97d88d","female","31","some college","no","no","English","","20"
"143","c959","other","22","bachelor degree","no","no","English","","24"
"144","de600f","female","32","bachelor degree","no","yes","english","interesting study","82"
"145","eb67","male","28","some college","no","no","english","Thankyou","55"
"146","641c","female","27","bachelor degree","no","no","English","Very interesting","32"
"147","41c7ef","male","32","some college","no","no","English","No, thank you.","29"
"148","9d13","female","67","bachelor degree","no","yes","English","It was difficult to keep the ratings in the last questions in order. They kept moving/changing their order.","116"
"149","50e865","male","46","some college","no","no","French","","58"
"150","e9cfb9","female","31","bachelor degree","no","yes","English","Very interesting  - I liked the topic!","31"
"151","0f8310","female","50","bachelor degree","no","yes","English","I have really enjoyed the study. The subject matter is interesting, and the interface is very user-friendly.","72"
"152","df71","female","26","some college","no","no","English","","18"
"153","23aa","female","31","bachelor degree","no","no","English","","13"
